ID,First_Name,Last_Name,Full_Name,Gender,donor_type,Constituent_Type_2,Class_Year,Parent_Year,Primary_Manager,Rating,Prospect_Stage,region,Professional_Background,Interest_Keywords,Lifetime_Giving,Last_Gift,Last_Gift_Date,largest_gift,gift_count,giving_years,avg_gift_amount,Engagement_Score,event_count,contact_count,gave_in_12mo_flag,gave_in_24mo_flag,recently_engaged_flag,days_since_last_gift,years_inactive,giving_momentum,giving_momentum_pct,capacity_score,affinity_score,timing_score,prospect_intelligence_score,Will_Give_Again_Probability,why_surfaced
347129,Heather,Smith,Heather Smith,F,Friend,,,,,I,Solicitation,West Coast,Retail,Healthcare,3444.67,284.95,2021-09-03,1967.11,3.1582894239394776,3.1582894239394776,-0.0309045860009171,44.3,0.0,1.0,1,1,0,0.1077690876196694,0.9534166464024804,44.15676804523651,99.9932,79.52161,60.88762,80.730875,73.30202975,0.64842266,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
464332,Ashley,Moore,Ashley Moore,F,Friend,,,,,G,Qualification,International,Retired,Technology,0.0,0.0,,0.0,3.666655148765383,3.666655148765383,-0.0309056607096332,39.0,0.0,1.0,1,1,0,0.0840070302337497,0.0870629183682118,44.04513380884539,99.99289999999999,50.59359,56.39272,80.73081499999999,60.157591749999995,0.00038944752,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
460901,Dennis,Martin,Dennis Martin,M,Alum,,2018.0,,,H,Solicitation,International,Manufacturing,"Social Justice, Infrastructure",46472.23,9526.33,2021-11-08,46472.23,3.4124722863524304,3.4124722863524304,-0.0309051890590917,39.6,1.0,1.0,1,1,1,-0.2123198030494836,0.520239782385346,43.933499572454274,99.9922,92.17795,76.55332,97.593645,88.06325325,0.00038944642,"Surfaced due to high capacity, strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 1 event(s), 1 contact report(s)."
320139,Christopher,Walker,Christopher Walker,M,Alum,,2010.0,2025.0,,F,Qualification,Southeast,Education,"Arts, Technology, Environment",583.62,174.04,2022-02-04,0.0,2.522832267907096,2.522832267907096,-0.0309028273690795,34.1,0.0,1.0,1,1,0,0.1371222173316878,1.8197703744367488,43.82186533606316,99.9915,60.793155,51.140969999999996,80.730535,62.39923525,0.00038944476,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
449103,Joseph,King,Joseph King,M,Alum,,2025.0,,,G,Identification,Northeast,Finance,"Global Programs, Healthcare",0.0,0.0,,0.0,3.920838011178336,3.920838011178336,-0.0309061354604888,34.0,0.0,1.0,1,1,0,0.1692708832067556,-0.3461139456489224,43.78465392393278,99.9912,51.03774,50.58592,80.730475,58.302786749999996,0.00038946478,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
424588,Patricia,Garcia,Patricia Garcia,F,Friend,,,,,O,Cultivation,Northeast,Healthcare,"Infrastructure, Athletics",4605.66,2207.4,2011-09-10,1351.94,2.395740836700619,2.395740836700619,-0.0309023815282598,53.5,0.0,1.0,1,1,1,-0.2290930200277798,2.2529472384538827,43.7474425118024,99.991,79.08763,75.88092,97.593165,82.59166525,0.9336003,"Surfaced due to strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
351017,Justin,Johnson,Justin Johnson,M,Regent,Alum,1991.0,2004.0,,N,Solicitation,West Coast,Real Estate,Environment,78.2,18.83,2019-09-03,25.0,3.920838011178336,3.920838011178336,-0.0309061706136566,71.0,2.0,1.0,1,1,1,-0.1606023840330702,-0.3461139456489224,43.561385451150535,99.9907,66.19624,92.21282,97.593045,83.15124425,0.8766284,"Surfaced due to strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 2 event(s), 1 contact report(s)."
281314,Cynthia,Miller,Cynthia Miller,F,Alum,,1993.0,2010.0,,L,Identification,Northeast,Non-Profit,"Environment, Arts",6080.97,2968.19,2024-08-29,1147.59,1.379009387048808,1.379009387048808,-0.0308963938480892,50.6,0.0,1.0,1,1,0,0.0993824791305213,0.7368282143939131,43.48696262688979,99.99040000000001,78.58658,64.50767,80.73031499999999,74.19489525,0.8397405,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
351829,Ryan,White,Ryan White,M,Parent,,,2024.0,,M,Qualification,Southeast,Manufacturing,Technology,21563.66,1593.78,2022-05-21,5626.61,2.9041065615265245,2.9041065615265245,-0.0309040855350524,45.2,1.0,1.0,1,1,0,0.0951891748859472,1.1700050784110474,43.43114550869423,99.98989999999999,87.14727,71.16782,80.73021499999999,79.95019875,0.81652606,"Surfaced due to high capacity, strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s), 1 contact report(s)."
432425,David,Wright,David Wright,M,Parent,,,2016.0,,J,Identification,Midwest,Legal,"Technology, Social Justice",19774.94,6776.36,2011-07-10,3072.91,1.8873751118747133,1.8873751118747133,-0.0309001083196614,37.0,0.0,0.0,1,1,1,-0.0963050522829346,-0.1295255136403552,43.43114550869423,99.98989999999999,84.83277000000001,54.55782,96.48286999999999,77.1490625,0.7952033,"Surfaced due to high capacity, strong timing signal, high giving momentum, gave in the last 12 months, recently engaged."
403351,Joshua,Sanchez,Joshua Sanchez,M,Parent,,,2025.0,,N,Qualification,Southeast,Retail,Technology,233.18,89.55,2024-05-18,25.0,3.920838011178336,3.920838011178336,-0.0309062174845471,70.0,0.0,1.0,1,1,1,-0.2179108753755823,-0.3461139456489224,43.263694154107554,99.9891,67.51157500000001,79.97497,97.592605,79.39402075000001,0.8859153,"Surfaced due to strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
138741,Debra,Smith,Debra Smith,F,Parent,,,2025.0,,L,Solicitation,Northeast,Non-Profit,"Student Support, Education",17398.86,4788.47,2015-05-29,3801.82,3.920838011178336,3.920838011178336,-0.0309062584965763,41.7,0.0,1.0,1,1,0,0.2237838383862183,-0.3461139456489224,43.003214269194935,99.9884,86.85628,58.697869999999995,80.729915,75.46924525,0.8063128,"Surfaced due to high capacity, strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
464003,Betty,Baker,Betty Baker,F,Alum,,1992.0,2017.0,,M,Cultivation,West Coast,Consulting,Student Support,0.0,0.0,,0.0,2.649923699113572,2.649923699113572,-0.0309034477078624,32.0,0.0,1.0,1,1,1,-0.1578068478700208,1.8197703744367488,42.94739715099938,99.9882,49.78443,57.45842,97.592185,64.42226525000001,0.00038959624,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
243488,Michelle,Williams,Michelle Williams,F,Alum,,1995.0,,,J,Solicitation,Mountain West,Manufacturing,"Infrastructure, Student Support",270.1,89.93,2016-05-05,25.0,3.79374657997186,3.79374657997186,-0.0309060803339301,59.0,1.0,1.0,1,1,1,-0.0445876332665213,-0.3461139456489224,42.83576291460826,99.988,67.40047000000001,87.55777,96.48213,81.72594000000001,0.9167767,"Surfaced due to strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 1 event(s), 1 contact report(s)."
196440,James,Smith,James Smith,M,Parent,,,2020.0,,N,Cultivation,Northeast,Non-Profit,"Faculty Development, Student Support",18069.64,7536.21,2024-04-03,5125.76,2.9041065615265245,2.9041065615265245,-0.0309042119512522,41.8,0.0,1.0,1,1,0,0.2363637511199405,-0.3461139456489224,42.81715720854307,99.98780000000001,86.477935,58.737019999999994,80.729795,75.33157975,0.6768203,"Surfaced due to high capacity, strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
467035,Gary,Brown,Gary Brown,M,Alum,,2022.0,2025.0,,H,Identification,Southeast,Manufacturing,Healthcare,0.0,0.0,,0.0,3.920838011178336,3.920838011178336,-0.0309063024380361,30.0,1.0,0.0,1,1,1,-0.1200671096688543,-0.3461139456489224,42.724128678217134,99.9876,51.03774,53.98832,97.59194500000001,63.70899425,0.00038939482,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 1 event(s)."
218956,Richard,Martin,Richard Martin,M,Alum,,2013.0,2019.0,,I,Cultivation,Midwest,Education,Education,32710.65,4584.08,1993-09-01,10995.15,2.268649405494142,2.268649405494142,-0.0309021398565715,42.3,0.0,1.0,1,1,0,0.100780247212046,0.0870629183682118,42.70552297215195,99.98740000000001,88.73322999999999,59.32217,80.729715,76.43848025,0.6655984,"Surfaced due to high capacity, strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
218935,Gary,Gomez,Gary Gomez,M,Friend,Parent,,,,M,Identification,Southwest,Media,Social Justice,36.21,2.31,2021-12-12,25.0,2.522832267907096,2.522832267907096,-0.0309031131796182,56.0,0.0,0.0,1,1,0,0.2126016937340208,0.3036513503767789,42.59388873576083,99.9872,64.33035999999998,56.865520000000004,80.729675,65.81749475,0.87688076,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months."
389502,Cynthia,Young,Cynthia Young,F,Parent,Friend,,2014.0,,J,Identification,Mountain West,Education,Student Support,0.0,0.0,,0.0,3.285380855145954,3.285380855145954,-0.0309051726879516,44.0,0.0,0.0,1,1,1,-0.2332863242723538,0.7368282143939131,42.55667732363045,99.98700000000001,50.30952,60.53222,97.591765,65.70802625,0.0003893835,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged."
149348,Brenda,Miller,Brenda Miller,F,Alum,,2024.0,2025.0,,J,Identification,Southeast,Manufacturing,Technology,86.03,42.92,2022-03-29,0.0,3.920838011178336,3.920838011178336,-0.0309063961798171,21.0,1.0,1.0,1,1,1,-0.1368403266471505,-0.3461139456489224,42.12874608413116,99.98559999999999,59.13408,51.35232,97.591185,66.02474025000001,0.00038943102,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 1 event(s), 1 contact report(s)."
255194,Scott,Wilson,Scott Wilson,M,Parent,,,2014.0,,I,Solicitation,West Coast,Consulting,Healthcare,226.43,57.55,2015-03-11,25.0,3.285380855145954,3.285380855145954,-0.0309052825921086,68.0,0.0,0.0,1,1,1,-0.2165131072940576,0.7368282143939131,41.96129472954448,99.985,66.73593,69.74486999999999,97.590885,75.50279775,0.8790452,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged."
252315,Janet,Smith,Janet Smith,F,Alum,,2009.0,,,J,Cultivation,Midwest,Real Estate,"Arts, Social Justice, Research",0.0,0.0,,0.0,3.1582894239394776,3.1582894239394776,-0.0309050519896363,34.0,1.0,1.0,1,1,0,0.2433525915275639,0.9534166464024804,41.71942055069705,99.98479999999999,50.21030999999999,60.162319999999994,80.729195,61.32323475,0.0003894644,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s), 1 contact report(s)."
291028,Stephen,Garcia,Stephen Garcia,M,Parent,,,2024.0,,L,Identification,West Coast,Legal,Student Support,1088.78,267.2,2022-06-19,241.14,3.920838011178336,3.920838011178336,-0.0309064723450141,51.1,1.0,1.0,1,1,0,0.0239030027281882,-0.3461139456489224,41.64499772643631,99.9846,72.95651000000001,74.35227,80.72915499999999,75.38818725,0.6943169,"Surfaced due to strong engagement/affinity, strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s), 1 contact report(s)."
379416,Ryan,Williams,Ryan Williams,M,Friend,,,,,H,Cultivation,Midwest,Retired,"Infrastructure, Environment",2532.36,317.0,2019-11-09,691.89,-0.018996356222432,-0.018996356222432,-0.0308387321905379,45.3,0.0,1.0,1,1,0,0.1315311450055891,0.0870629183682118,41.60778631430593,99.9843,72.200405,61.65502,80.729095,70.64169275,0.9335642,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
173890,James,Jackson,James Jackson,M,Alum,,2024.0,,,K,Identification,Mountain West,Healthcare,"Athletics, Research",0.0,0.0,,0.0,3.920838011178336,3.920838011178336,-0.0309064782038754,30.0,0.0,1.0,1,1,1,-0.1046916607720828,-0.3461139456489224,41.60778631430593,99.9843,51.03774,54.411919999999995,96.48073,63.57945049999999,0.00038951138,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
278658,Kelly,Williams,Kelly Williams,F,Parent,Friend,,2019.0,,H,Identification,Southwest,Consulting,Athletics,59.9,11.52,2020-10-27,25.0,1.5061008182552844,1.5061008182552844,-0.0308981937739819,37.0,0.0,1.0,1,1,1,-0.1592046159515455,0.0870629183682118,41.55196919611037,99.9839,63.55263,64.55781999999999,97.590545,72.41392525,0.877512,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
158132,Donna,Smith,Donna Smith,F,Friend,,,,,N,Identification,Southeast,Non-Profit,Student Support,3370.8,673.86,2024-09-26,930.17,2.395740836700619,2.395740836700619,-0.0309029338590943,29.3,1.0,1.0,1,1,1,-0.0585653140817681,0.3036513503767789,41.47754637184963,99.9836,77.324025,63.233869999999996,96.48047,77.18158199999999,0.6767026,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 1 event(s), 1 contact report(s)."
460840,Alexander,Moore,Alexander Moore,M,Parent,Parent,,2002.0,,G,Cultivation,International,Technology,"Arts, Faculty Development",6677.35,456.74,2023-04-19,1056.3,1.2519179558423317,1.2519179558423317,-0.0308960561909667,51.7,0.0,1.0,1,1,0,0.0965869429674719,0.3036513503767789,41.19846078087183,99.9824,78.56698,65.01737,80.728715,74.36505025,0.807946,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, 1 contact report(s)."
329787,Donna,Miller,Donna Miller,F,Alum,,2023.0,,,F,Qualification,Southeast,Healthcare,"Athletics, Technology, Global Programs",213.56,37.05,2022-06-13,0.0,3.920838011178336,3.920838011178336,-0.0309065778045177,25.0,1.0,1.0,1,1,1,-0.2151153392125329,-0.3461139456489224,40.97519230808958,99.98179999999999,60.227445,56.74402,97.589705,68.34881125,0.00038940096,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, attended 1 event(s), 1 contact report(s)."
109597,Cynthia,Smith,Cynthia Smith,F,Alum,,1996.0,2024.0,,M,Cultivation,Southeast,Energy,Research,4263.15,374.27,2015-06-04,727.51,3.79374657997186,3.79374657997186,-0.0309064183724736,42.4,1.0,1.0,1,1,0,0.127337840761015,-0.1295255136403552,40.75192383530735,99.98089999999999,78.77054,68.95397,80.728415,75.82420925,0.703979,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s), 1 contact report(s)."
337413,Cynthia,Smith,Cynthia Smith,F,Alum,Alum,1987.0,,,E,Qualification,Southeast,Consulting,"Environment, Education, Technology",1051.38,221.25,2016-05-02,618.99,3.666655148765383,3.666655148765383,-0.0309062116256858,37.1,1.0,1.0,1,1,0,0.1245423045979656,0.0870629183682118,40.75192383530735,99.98089999999999,73.991885,64.38117,80.728415,72.31226724999999,0.6311301,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s), 1 contact report(s)."
480436,Victoria,Lopez,Victoria Lopez,F,Alum,,1993.0,,,N,Qualification,Mountain West,Government,"Arts, Environment, Social Justice",1100.12,231.58,2020-09-21,212.59,0.2351865061905207,0.2351865061905207,-0.0308695287091324,43.1,1.0,1.0,1,1,0,0.2014195490818233,0.0870629183682118,40.60307818678585,99.9804,68.329945,69.53426999999999,80.728315,71.85105125,0.8653447,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s), 1 contact report(s)."
144202,Karen,Wright,Karen Wright,F,Friend,Alum,,,,G,Qualification,International,Retail,"Arts, Global Programs",0.0,0.0,,0.0,3.79374657997186,3.79374657997186,-0.030906454590889,36.0,0.0,0.0,1,1,1,-0.1452269351362987,-0.1295255136403552,40.5286553625251,99.9802,50.68482000000001,53.58162,97.589235,63.42480375,0.00038945832,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged."
335551,Heather,Young,Heather Young,F,Trustee,,2003.0,2023.0,,I,Stewardship,West Coast,Consulting,"Global Programs, Technology",0.0,0.0,,0.0,1.2519179558423317,1.2519179558423317,-0.0308963473313057,37.0,0.0,1.0,1,1,1,-0.1130782692612309,-0.1295255136403552,40.49144395039473,99.98,48.2727,64.55781999999999,97.58907500000001,66.30158575,0.00038954776,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
234080,Cynthia,Anderson,Cynthia Anderson,F,Alum,,2005.0,,,J,Cultivation,Southeast,Media,Student Support,3749.15,910.71,2025-09-06,768.31,1.5061008182552844,1.5061008182552844,-0.0308986253767651,28.4,0.0,1.0,1,1,1,-0.0445876332665213,1.1700050784110474,40.34259830187324,99.9794,76.36051,52.22727,96.47878999999999,72.943446,0.69467896,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
478026,Maria,Torres,Maria Torres,F,Alum,,1988.0,2010.0,,L,Qualification,Southwest,Consulting,"Healthcare, Education",1289.02,467.31,2019-06-02,354.94,1.8873751118747133,1.8873751118747133,-0.030901037925656,35.1,1.0,0.0,1,1,0,0.1902374044296259,0.520239782385346,40.30538688974286,99.9792,72.03792,52.36762,80.72807499999999,67.32585375,0.9335332,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, attended 1 event(s)."
290341,Christine,Smith,Christine Smith,F,Parent,,,1992.0,,K,Identification,Southwest,Retired,"Infrastructure, Technology",27905.62,6241.21,2020-02-02,4811.43,3.031197992733001,3.031197992733001,-0.0309050588404742,37.8,2.0,0.0,1,1,0,0.2587280404243354,1.1700050784110474,40.193752653351744,99.979,87.673545,57.43887000000001,80.728035,75.35503125000001,0.6999327,"Surfaced due to high capacity, strong timing signal, high giving momentum, gave in the last 12 months, attended 2 event(s)."
162967,Kimberly,Robinson,Kimberly Robinson,F,Alum,,2003.0,2023.0,,O,Qualification,Southwest,Media,Social Justice,0.0,0.0,,0.0,0.7435522310164263,0.7435522310164263,-0.0308893403835566,35.0,0.0,1.0,1,1,1,-0.1270559500764777,-0.3461139456489224,39.803032825982825,99.9784,47.515499999999996,62.19122,97.58836500000001,65.17021825,0.0003895836,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
317270,David,Taylor,David Taylor,M,Alum,Friend,2019.0,,,H,Qualification,West Coast,Education,"Infrastructure, Arts",387.69,150.27,2018-06-07,387.69,2.268649405494142,2.268649405494142,-0.0309029888334747,36.0,0.0,1.0,1,1,1,-0.0068478950653547,2.2529472384538827,39.37510158648352,99.97779999999999,69.58534499999999,63.58162,96.47805,74.2072175,0.0003894184,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged, 1 contact report(s)."
400193,Gregory,Hill,Gregory Hill,M,Friend,,,,,P,Identification,Mountain West,Consulting,"Research, Infrastructure",1342.5,385.7,2020-07-10,246.75,2.777015130320048,2.777015130320048,-0.0309046957039102,48.1,0.0,0.0,1,1,1,0.0141186261575154,1.6031819424281817,38.90995893485386,99.977,72.4542,63.255219999999994,96.47771,75.24043449999999,0.93359005,"Surfaced due to strong timing signal, high giving momentum, gave in the last 12 months, recently engaged."
